casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2023-00081334,CRANSTON STREET,2023-10-04T09:47:00.000,10,2023,Prostitution,Not Used,"Under Investigation, Offense Pending",0,ECuri,2023-00081334-001,None,None
2023-00081306,300 Block WEST FOUNTAIN ST,2023-10-04T07:27:08.000,10,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00081306-001,None,None
2023-00081192,0 Block OF THE ARTS,2023-10-03T20:58:00.000,10,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,KHeron,2023-00081192-001,None,Larceny-theft
2023-00081118,0 Block FINANCE WAY,2023-10-03T16:58:00.000,10,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,KHeron,2023-00081118-001,None,None
2023-00081020,0 Block WATER ST,2023-10-03T11:57:00.000,10,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station,2023-00081020-001,None,None
2023-00080997,0 Block LEANDER ST,2023-10-03T10:10:50.000,10,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,KWilliams,2023-00080997-001,None,None
2023-00080997,0 Block LEANDER ST,2023-10-03T10:10:50.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KWilliams,2023-00080997-002,None,None
2023-00080813,FRANCIS ST &  FINANCE WAY,2023-10-02T17:05:00.000,10,2023,"Assault,Simple",Not Used,"Under Investigation, Offense Pending",0,KHeron,2023-00080813-001,None,None
2023-00080742,SILVER SPRING ST,2023-10-02T14:20:00.000,10,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,Central Station,2023-00080742-001,None,None
2023-00080484,BAILEY ST  &  WEBSTER AVE,2023-10-01T16:57:00.000,10,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MFigueroa,2023-00080484-001,None,None
2023-00502210,PINE ST,2023-10-01T09:18:57.000,10,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502210-001,None,None
2023-00502206,EDDY ST,2023-09-30T23:26:37.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502206-001,None,None
2023-00080019,200 Block SHIPYARD ST,2023-09-30T07:59:57.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NULL,2023-00080019-001,None,Larceny-theft
2023-00079927,SMITH ST,2023-09-29T23:16:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00079927-001,None,Larceny-theft
2023-00079927,SMITH ST,2023-09-29T23:16:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00079927-002,None,None
2023-00079846,100 Block OAKLAND AVE,2023-09-29T17:27:12.000,9,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,SCerullo,2023-00079846-001,None,None
2023-00502197,0 Block HAMMOND,2023-09-29T16:11:35.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502197-001,None,None
2023-00502195,SOUTH ST,2023-09-29T16:04:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502195-001,None,None
2023-00079703,0 Block FINANCE WAY,2023-09-29T07:50:00.000,9,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,CFernandez,2023-00079703-001,None,None
2023-00502192,SMITH,2023-09-29T06:30:42.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502192-001,None,None
2023-00079607,0 Block PORTLAND ST,2023-09-28T20:30:00.000,9,2023,Property Damage,Not Used,No Violations,0,DMartinez,2023-00079607-001,None,None
2023-00079497,200 Block SPRAGUE AVE,2023-09-28T13:54:00.000,9,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,NULL,2023-00079497-001,None,None
2023-00079485,0 Block DEBORAH,2023-09-28T13:04:25.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SSesay,2023-00079485-001,None,None
2023-00079466,UNION AVE,2023-09-28T12:05:00.000,9,2023,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,Central Station,2023-00079466-001,Robbery,None
2023-00079421,0 Block EXCHANGE TER,2023-09-28T08:51:00.000,9,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,VTavarez,2023-00079421-001,None,Motor Vehicle Theft
2023-00079346,0 Block RUTLAND ST,2023-09-27T22:14:32.000,9,2023,Request for Assistance,Not Used,No Violations,0,HVentura,2023-00079346-001,None,None
2023-00079195,ORMS ST &  PARK ST,2023-09-27T12:13:00.000,9,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,BMurphy,2023-00079195-001,None,None
2023-00079195,ORMS ST &  PARK ST,2023-09-27T12:13:00.000,9,2023,Tresspassing,11-44-26,WILLFUL TRESPASS,1,BMurphy,2023-00079195-002,None,None
2023-00079161,400 Block PLEASANT VALLEY PKY,2023-09-27T10:14:00.000,9,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,GScarcello,2023-00079161-001,None,None
2023-00079148,10  &  DEAN ST,2023-09-27T09:20:57.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,JDeschamps,2023-00079148-001,None,None
2023-00079109,0 Block NARR AVE,2023-09-27T06:49:00.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00079109-001,None,None
2023-00502165,100 Block DODGE,2023-09-27T00:10:01.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502165-001,None,None
2023-00079029,0 Block ANDY ST,2023-09-26T21:47:00.000,9,2023,Assistance Rendered,Not Used,No Violations,0,RFernandes,2023-00079029-001,None,None
2023-00078985,HILLWOOD ST  &  WEBSTER AVE,2023-09-26T19:41:00.000,9,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,NEastman,2023-00078985-001,None,None
2023-00078754,200 Block DEXTER SRT,2023-09-26T06:54:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LFernandez,2023-00078754-001,None,None
2023-00502164,100 Block OAKLAND AVE,2023-09-26T03:10:06.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502164-001,None,Larceny-theft
2023-00502160,FRIENDSHIP ST,2023-09-26T02:40:04.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502160-001,None,Larceny-theft
2023-00502153,0 Block WILLOW,2023-09-26T02:40:03.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502153-001,None,Larceny-theft
2023-00502146,0 Block HEREFORD,2023-09-26T02:20:06.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502146-001,None,None
2023-00078496,GREEN STREET,2023-09-25T08:29:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00078496-001,None,Larceny-theft
2023-00502145,0 Block THOMAS OLNEY COMMONS,2023-09-24T13:20:15.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502145-001,None,Larceny-theft
2023-00502140,0 Block THOMAS OLNEY COMMON,2023-09-24T13:20:12.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502140-001,None,None
2023-00502129,BATTEY STREET,2023-09-24T13:10:03.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502129-001,None,None
2023-00078184,100 Block OAKLAND AVE,2023-09-24T01:03:18.000,9,2023,Municipal Code Violation,Sec. 16-93.,"Noise Control - Radios, television sets, and similar devices.",1,RSanchez,2023-00078184-001,None,None
2023-00078121,CRANSTON ST,2023-09-23T21:26:00.000,9,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00078121-001,None,None
2023-00077993,BROAD ST,2023-09-23T10:50:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JAndrade,2023-00077993-001,None,None
2023-00077992,100 Block COURTLAND ST,2023-09-23T10:42:00.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,CNicholls,2023-00077992-001,None,None
2023-00077917,0 Block PLEASANT VALLEY,2023-09-23T02:55:13.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPalumbo,2023-00077917-001,None,None
2023-00077917,0 Block PLEASANT VALLEY,2023-09-23T02:55:13.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DPalumbo,2023-00077917-002,None,Larceny-theft
2023-00077915,AGNES ST,2023-09-23T02:55:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00077915-001,None,Larceny-theft
2023-00077745,0 Block ANDEM ST,2023-09-22T18:50:00.000,9,2023,Burglary,11-8-1,BURGLARY,1,SCerullo,2023-00077745-001,None,Burglary
2023-00077745,0 Block ANDEM ST,2023-09-22T18:50:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SCerullo,2023-00077745-002,None,None
2023-00077745,0 Block ANDEM ST,2023-09-22T18:50:00.000,9,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,SCerullo,2023-00077745-003,None,Larceny-theft
2023-00077726,0 Block OBSORN ST,2023-09-22T17:37:11.000,9,2023,Request for Assistance,Not Used,No Violations,0,RSanchez,2023-00077726-001,None,None
2023-00077713,POE ST &  BAY ST,2023-09-22T17:11:00.000,9,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,DForte,2023-00077713-001,None,None
2023-00077587,200 Block BROAD WAY,2023-09-22T10:21:00.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00077587-001,None,Larceny-theft
2023-00077573,0 Block OAKLAND AVE,2023-09-22T09:22:00.000,9,2023,Larceny - Theft,Not Used,No violations,0,Central Station,2023-00077573-001,None,Larceny-theft
2023-00502117,SACKETT ST,2023-09-22T02:00:01.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502117-001,None,Larceny-theft
2023-00077497,100 Block OAKLAND AVE,2023-09-22T00:36:00.000,9,2023,Dispersals,Not Used,No Violations,0,MRoman,2023-00077497-001,None,None
2023-00077446,0 Block PORTLAND ST,2023-09-21T21:33:00.000,9,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,DMartinez,2023-00077446-001,Aggravated Assault,None
2023-00077383,0 Block THOMAS OLNEY COMMON,2023-09-21T17:57:00.000,9,2023,Suspicious Person,Not Used,No violations,0,PHourahan,2023-00077383-001,None,None
2023-00077303,WEST FOUNTAIN ST,2023-09-21T13:30:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00077303-001,None,Larceny-theft
2023-00077243,TRAVERSE ST & BESSIE WAY,2023-09-21T10:20:00.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,AHampton,2023-00077243-001,None,None
2023-00077215,0 Block COURTLAND ST,2023-09-21T08:10:33.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MCaraccia,2023-00077215-001,None,Larceny-theft
2023-00077207,100 Block WAYLAND AVE,2023-09-21T07:51:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,AHampton,2023-00077207-001,None,Larceny-theft
2023-00077090,CHALKSTONE AVE,2023-09-20T20:09:00.000,9,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station,2023-00077090-001,None,None
2023-00077073,CRANSTON ST,2023-09-20T18:48:48.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADeschamps,2023-00077073-001,None,None
2023-00077018,500 Block EATON,2023-09-20T16:29:36.000,9,2023,Assistance Rendered,Not Used,No Violations,0,SCerullo,2023-00077018-001,None,None
2023-00076986,600 Block UNION ST,2023-09-20T14:22:47.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADeschamps,2023-00076986-001,None,None
2023-00076968,700 Block CAHIR ST,2023-09-20T13:42:00.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00076968-001,None,None
2023-00076931,ORMS ST &  OVERPASS,2023-09-20T11:01:27.000,9,2023,"Assault, Simple",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - MINOR INJURY,1,ILiriano,2023-00076931-001,None,None
2023-00076891,300 Block BARROWS ST,2023-09-20T08:15:08.000,9,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SSesay,2023-00076891-001,None,Motor Vehicle Theft
2023-00076713,100 Block BROADWAY,2023-09-19T15:14:48.000,9,2023,Request for Assistance,Not Used,No Violations,0,DMonteiro,2023-00076713-001,None,None
2023-00076392,PRAIRIE AVE,2023-09-18T12:09:00.000,9,2023,Suspicious Person,Not Used,No violations,0,Central Station,2023-00076392-001,None,None
2023-00076168,HARTFORD AVE,2023-09-17T18:12:00.000,9,2023,Stolen Vehicle\Recovered,Not Used,No violations,0,Central Station,2023-00076168-001,None,None
2023-00076131,0 Block DICKENS AVE,2023-09-17T16:08:34.000,9,2023,Property Damage,Not Used,No Violations,0,JBenros,2023-00076131-001,None,None
2023-00502091,0 Block ATWELLS,2023-09-16T20:39:59.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502091-001,None,None
2023-00502086,HUBER AVE,2023-09-16T13:23:01.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502086-001,None,Larceny-theft
2023-00075739,0 Block VANDEWATER ST,2023-09-16T11:19:26.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTueros,2023-00075739-001,None,Larceny-theft
2023-00502084,TOCKWOTTON ST,2023-09-16T10:19:01.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502084-001,None,Larceny-theft
2023-00075707,100 Block RADCLIFFE ST,2023-09-16T07:41:57.000,9,2023,Request for Assistance,Not Used,No violations,0,JLanier,2023-00075707-001,None,None
2023-00502078,SOUTH MAIN STREET,2023-09-15T16:35:47.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502078-001,None,Larceny-theft
2023-00075431,0 Block VANDEWATER ST,2023-09-15T11:22:00.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00075431-001,None,Larceny-theft
2023-00502075,100 Block CLEVELAND ST,2023-09-15T10:10:42.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502075-001,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,DUI,31-27-2.1,Chemical Test Refusal,1,RAbenante,2023-00075294-001,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,Traffic Violation,31-16-5,Turn Signal Required,1,RAbenante,2023-00075294-002,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,RAbenante,2023-00075294-003,None,None
2023-00075294,MEMORIAL BLVD &  CRAWFORD ST,2023-09-14T23:20:00.000,9,2023,Traffic Violation,31-22-2,Restriction on Backing - Improper Backing,1,RAbenante,2023-00075294-004,None,None
2023-00502072,WEYBOSSET ST,2023-09-14T21:37:28.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502072-001,None,Larceny-theft
2023-00502071,0 Block MARKET ST,2023-09-14T19:50:24.000,9,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00502071-001,None,None
2023-00075179,DORRANCE ST &  FRANCIS ST,2023-09-14T16:28:00.000,9,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,KHeron,2023-00075179-001,None,None
2023-00502069,100 Block ONTARIO,2023-09-14T14:46:50.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502069-001,None,Larceny-theft
2023-00075097,100 Block OAKLAND AVE,2023-09-14T10:20:00.000,9,2023,"Fraud, Welfare",40-6-16,FRAUDULENT USE OF FOOD STAMPS/U $500,1,Central Station,2023-00075097-001,None,None
2023-00502068,0 Block PEMBROKE RD,2023-09-14T09:07:14.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502068-001,None,Larceny-theft
2023-00502066,STOKE ST,2023-09-14T06:21:04.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502066-001,None,None
2023-00075029,0 Block FONES ALY,2023-09-14T01:13:00.000,9,2023,City Ordinance Violation,Not Used,No Violations,0,DIamarone,2023-00075029-001,None,None
2023-00074904,0 Block PEMBROKE ST,2023-09-13T15:27:47.000,9,2023,Request for Assistance,Not Used,No Violations,0,JBenros,2023-00074904-001,None,None
2023-00502060,0 Block VANDEWATER,2023-09-13T09:04:32.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502060-001,None,Larceny-theft
2023-00502059,0 Block DE PENIDO ST,2023-09-13T08:25:39.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502059-001,None,Larceny-theft
2023-00074766,0 Block PLEASANT VALLEY PKY,2023-09-13T06:00:30.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,LPrete,2023-00074766-001,None,None
2023-00074730,0 Block OAKLAND AVE,2023-09-13T00:30:00.000,9,2023,Animal Bite,Not Used,No violations,0,Central Station,2023-00074730-001,None,None
2023-00502057,EMPIRE ST,2023-09-12T16:05:47.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502057-001,None,Larceny-theft
2023-00074602,0 Block ANDEM ST,2023-09-12T16:01:00.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00074602-001,None,None
2023-00502054,0 Block TOBEY,2023-09-12T10:25:31.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502054-001,None,None
2023-00074473,0 Block HANDY ST,2023-09-12T07:48:55.000,9,2023,Burglary,11-8-1,BURGLARY,1,PSaravia,2023-00074473-001,None,Burglary
2023-00502051,N MAIN ST,2023-09-12T06:01:48.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502051-001,None,Larceny-theft
2023-00074438,0 Block COURTLAND ST,2023-09-12T02:28:43.000,9,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,CCabral,2023-00074438-001,None,Burglary
2023-00502048,100 Block CALVERLEY  ST ST,2023-09-11T18:06:30.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502048-001,None,Larceny-theft
2023-00074303,300 Block BROADWAY,2023-09-11T14:50:00.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NAyala,2023-00074303-001,None,None
2023-00074221,0 Block CANDACE ST,2023-09-11T11:30:00.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00074221-001,None,None
2023-00074170,0 Block ROSEMONT TER,2023-09-11T08:02:24.000,9,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KBaxter,2023-00074170-001,None,Motor Vehicle Theft
2023-00074073,100 Block RANDALL ST,2023-09-10T20:54:00.000,9,2023,Disturbance,Not Used,No violations,0,PHourahan,2023-00074073-001,None,None
2023-00074068,0 Block OLMSTEAD WAY,2023-09-10T19:51:00.000,9,2023,Suspicious Person,Not Used,No Violations,0,IQuinn,2023-00074068-001,None,None
2023-00502043,TANNER ST,2023-09-10T19:45:38.000,9,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MTroia,2023-00502043-001,None,Larceny-theft
2023-00502039,CLIFFORD X E FRANKLIN ST,2023-09-10T11:00:02.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502039-001,None,Larceny-theft
2023-00502037,TROY,2023-09-10T04:51:42.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00502037-001,None,Larceny-theft
2023-00502036,TROY,2023-09-10T04:17:27.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502036-001,None,None
2023-00073806,100 Block OAKLAND AVE,2023-09-10T03:06:00.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JGuiot,2023-00073806-001,None,None
2023-00073690,CANAL ST,2023-09-09T22:21:07.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MDuffy,2023-00073690-001,None,Larceny-theft
2023-00073669,CANAL ST,2023-09-09T21:22:47.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MDuffy,2023-00073669-001,None,Larceny-theft
2023-00502030,PALLAS ST,2023-09-09T15:57:29.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502030-001,None,None
2023-00502026,PINE ST,2023-09-09T09:04:56.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502026-001,None,None
2023-00502025,MELROSE AVE,2023-09-09T08:48:40.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MTroia,2023-00502025-001,None,None
2023-00073457,0 Block PLEASANT VALLEY PKY,2023-09-09T05:52:00.000,9,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,RSavage,2023-00073457-001,None,Larceny-theft
2023-00073431,FRIENDSHIP ST  &  EAST FRANKLIN ST,2023-09-09T01:51:07.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,IBarbosa,2023-00073431-001,None,Larceny-theft
2023-00073431,FRIENDSHIP ST  &  EAST FRANKLIN ST,2023-09-09T01:51:07.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,IBarbosa,2023-00073431-002,None,None
2023-00073217,0 Block ROSEMONT TER,2023-09-08T14:30:00.000,9,2023,Larceny from Building,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM BLD,1,ALima,2023-00073217-001,None,Larceny-theft
2023-00073210,0 Block PLEASANT VALLEY PKY,2023-09-08T14:16:00.000,9,2023,Auto Towed,Not Used,Parking or MV Violation,0,FTavares,2023-00073210-001,None,None
2023-00073183,FRANCIS ST,2023-09-08T11:52:28.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,LAndreozzi,2023-00073183-001,None,Larceny-theft
2023-00072977,100 Block OAKLAND AVE,2023-09-07T18:28:29.000,9,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,JBenros,2023-00072977-001,None,None
2023-00502016,N & A,2023-09-07T15:07:52.000,9,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502016-001,None,None
2023-00072852,BROAD ST,2023-09-07T11:37:00.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00072852-001,None,None
2023-00072757,ATWELLS AVE,2023-09-07T02:39:00.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00072757-001,None,Larceny-theft
2023-00072541,NASHUA ST,2023-09-06T12:16:00.000,9,2023,Disturbance,Not Used,No Violations,0,JMadeira,2023-00072541-001,None,None
2023-00072523,0 Block THOMAS OLNEY COMMONS,2023-09-06T11:23:27.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JMadeira,2023-00072523-001,None,Larceny-theft
2023-00072173,700 Block PLAINFIELD AVE,2023-09-05T11:30:05.000,9,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JLugo,2023-00072173-001,None,None
2023-00502004,0 Block SILVER LAKE ST,2023-09-05T10:58:17.000,9,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502004-001,None,Larceny-theft
2023-00072084,0 Block EXCHANGE TER,2023-09-05T03:34:00.000,9,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,LFerreras,2023-00072084-001,None,None
2023-00072084,0 Block EXCHANGE TER,2023-09-05T03:34:00.000,9,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,LFerreras,2023-00072084-002,None,None
2023-00072084,0 Block EXCHANGE TER,2023-09-05T03:34:00.000,9,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LFerreras,2023-00072084-003,None,None
2023-00072063,EXCHANGE ST &  FINANCE WAY,2023-09-05T00:41:00.000,9,2023,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,LFerreras,2023-00072063-001,Robbery,None
2023-00071982,0 Block BOWLET ST,2023-09-04T20:07:00.000,9,2023,Breaking and Entering,Not Used,"Under Investigation, Offense Pending",0,MPetteruto,2023-00071982-001,None,Burglary
2023-00071790,BAY ST &  POE ST,2023-09-04T02:47:00.000,9,2023,Dispersals,Not Used,No violations,0,SSesay,2023-00071790-001,None,None
2023-00071768,0 Block OF THE ARTS,2023-09-04T00:57:00.000,9,2023,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,IBarbosa,2023-00071768-001,Robbery,None
2023-00501992,PINE ST,2023-09-03T03:31:30.000,9,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501992-001,None,None
2023-00071334,BAY ST &  POE ST,2023-09-02T23:48:00.000,9,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman,2023-00071334-001,None,None
